Dataset,Label,Variable_Name,Type,Length,Variable_Number,Format,Formatl,Formatd,Informat,Informl,Informd,Number_Obs_Dataset
aahcy,,RID,Num,8,1,BEST12.,12,0,BEST32.,32,0,714
aahcy,HOMOCYSTEINE (umol/L),ALBHCY,Num,8,2,,0,0,,0,0,714
acardia_year30_abpm_summary_vars,,RID,Num,8,1,BEST12.,12,0,BEST32.,32,0,777
acardia_year30_abpm_summary_vars,Race/Sex group,GR,Char,2,2,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Sleep onset time (spans multiple days),SLEEP_TIME,Num,5,3,TIME8.,8,0,,0,0,777
acardia_year30_abpm_summary_vars,Wake-up time (spans multiple days),WAKEUP_TIME,Num,5,4,TIME8.,8,0,,0,0,777
acardia_year30_abpm_summary_vars,"Wake-up 1, start",WU_START1,Num,6,5,,0,0,DATE9.,9,0,777
acardia_year30_abpm_summary_vars,"Wake-up 1, end time",WU_END1,Num,6,6,,0,0,DATE9.,9,0,777
acardia_year30_abpm_summary_vars,"Wake-up 2, start",WU_START2,Num,6,7,,0,0,DATE9.,9,0,777
acardia_year30_abpm_summary_vars,"Wake-up 2, end time",WU_END2,Num,6,8,,0,0,DATE9.,9,0,777
acardia_year30_abpm_summary_vars,"Wake-up 3, start",WU_START3,Num,6,9,,0,0,DATE9.,9,0,777
acardia_year30_abpm_summary_vars,"Wake-up 3, end time",WU_END3,Num,6,10,,0,0,DATE9.,9,0,777
acardia_year30_abpm_summary_vars,Minutes of wake-up,MINS_WAKEUPS,Num,5,11,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Wakeup - Sleep,SLEEP_DURATION,Num,5,12,TIME6.,6,0,,0,0,777
acardia_year30_abpm_summary_vars,100*sleep duration/24hrs,SLEEP_DURATION_PCT_24HR,Num,5,13,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Duration of ABPM (secs),DURATION,Num,5,14,TIME6.,6,0,,0,0,777
acardia_year30_abpm_summary_vars,Duration of ABPM (hrs),DURATION_HRS,Num,3,15,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Duration of valid BP (secs),DURATION_VALID,Num,5,16,TIME6.,6,0,,0,0,777
acardia_year30_abpm_summary_vars,Duration of valid BP (hrs),DURATION_VALID_HRS,Num,3,17,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# attempted readings,N_ATTEMPTED_READINGS,Num,3,18,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid readings,N_VALID_READINGS,Num,3,19,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# invalid readings,N_INVALID_READINGS,Num,3,20,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid awake readings,N_VALID_AW,Num,3,21,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# invalid awake readings,N_INVALID_AW,Num,3,22,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid sleep readings,N_VALID_SL,Num,3,23,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# invalid sleep readings,N_INVALID_SL,Num,3,24,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid manual readings,N_VALID_MA,Num,3,25,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# invalid manual readings,N_INVALID_MA,Num,3,26,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid calib readings,N_VALID_CL,Num,3,27,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# invalid calib readings,N_INVALID_CL,Num,3,28,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid awake SBP,N_VALID_SYSBP_AW,Num,3,29,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean awake SBP,MN_SYSBP_AW,Num,5,30,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD awake SBP,SD_SYSBP_AW,Num,5,31,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum awake SBP,MIN_SYSBP_AW,Num,3,32,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum awake SBP,MAX_SYSBP_AW,Num,3,33,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid awake MAP,N_VALID_MAP_AW,Num,3,34,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean awake MAP,MN_MAP_AW,Num,5,35,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD awake MAP,SD_MAP_AW,Num,5,36,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum awake MAP,MIN_MAP_AW,Num,3,37,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum awake MAP,MAX_MAP_AW,Num,3,38,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid awake DBP,N_VALID_DIABP_AW,Num,3,39,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean awake DBP,MN_DIABP_AW,Num,5,40,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD awake DBP,SD_DIABP_AW,Num,5,41,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum awake DBP,MIN_DIABP_AW,Num,3,42,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum awake DBP,MAX_DIABP_AW,Num,3,43,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid awake HR,N_VALID_HR_AW,Num,3,44,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean awake HR,MN_HR_AW,Num,5,45,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD awake HR,SD_HR_AW,Num,5,46,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum awake HR,MIN_HR_AW,Num,3,47,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum awake HR,MAX_HR_AW,Num,3,48,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid sleep SBP,N_VALID_SYSBP_SL,Num,3,49,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean sleep SBP,MN_SYSBP_SL,Num,5,50,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD sleep SBP,SD_SYSBP_SL,Num,5,51,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum sleep SBP,MIN_SYSBP_SL,Num,3,52,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum sleep SBP,MAX_SYSBP_SL,Num,3,53,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid sleep MAP,N_VALID_MAP_SL,Num,3,54,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean sleep MAP,MN_MAP_SL,Num,5,55,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD sleep MAP,SD_MAP_SL,Num,5,56,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum sleep MAP,MIN_MAP_SL,Num,3,57,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum sleep MAP,MAX_MAP_SL,Num,3,58,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid sleep DBP,N_VALID_DIABP_SL,Num,3,59,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean sleep DBP,MN_DIABP_SL,Num,5,60,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD sleep DBP,SD_DIABP_SL,Num,5,61,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum sleep DBP,MIN_DIABP_SL,Num,3,62,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum sleep DBP,MAX_DIABP_SL,Num,3,63,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid sleep HR,N_VALID_HR_SL,Num,3,64,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean sleep HR,MN_HR_SL,Num,5,65,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD sleep HR,SD_HR_SL,Num,5,66,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum sleep HR,MIN_HR_SL,Num,3,67,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum sleep HR,MAX_HR_SL,Num,3,68,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid manual SBP,N_VALID_SYSBP_MA,Num,3,69,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean manual SBP,MN_SYSBP_MA,Num,5,70,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD manual SBP,SD_SYSBP_MA,Num,5,71,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum manual SBP,MIN_SYSBP_MA,Num,3,72,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum manual SBP,MAX_SYSBP_MA,Num,3,73,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid manual MAP,N_VALID_DIABP_MA,Num,3,74,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean manual MAP,MN_DIABP_MA,Num,5,75,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD manual MAP,SD_DIABP_MA,Num,5,76,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum manual MAP,MIN_DIABP_MA,Num,3,77,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum manual MAP,MAX_DIABP_MA,Num,3,78,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid manual DBP,N_VALID_MAP_MA,Num,3,79,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean manual DBP,MN_MAP_MA,Num,5,80,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD manual DBP,SD_MAP_MA,Num,5,81,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum manual DBP,MIN_MAP_MA,Num,3,82,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum manual DBP,MAX_MAP_MA,Num,3,83,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid manual HR,N_VALID_HR_MA,Num,3,84,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean manual HR,MN_HR_MA,Num,5,85,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD manual HR,SD_HR_MA,Num,5,86,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum manual HR,MIN_HR_MA,Num,3,87,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum manual HR,MAX_HR_MA,Num,3,88,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid calib SBP,N_VALID_SYSBP_CL,Num,3,89,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean calib SBP,MN_SYSBP_CL,Num,5,90,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum calib SBP,MIN_SYSBP_CL,Num,3,91,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum calib SBP,MAX_SYSBP_CL,Num,3,92,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid calib MAP,N_VALID_MAP_CL,Num,3,93,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean calib MAP,MN_MAP_CL,Num,5,94,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum calib MAP,MIN_MAP_CL,Num,3,95,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum calib MAP,MAX_MAP_CL,Num,3,96,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid calib DBP,N_VALID_DIABP_CL,Num,3,97,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean calib DBP,MN_DIABP_CL,Num,5,98,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum calib DBP,MIN_DIABP_CL,Num,3,99,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum calib DBP,MAX_DIABP_CL,Num,3,100,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# valid calib HR,N_VALID_HR_CL,Num,3,101,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean calib HR,MN_HR_CL,Num,5,102,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,minimum calib HR,MIN_HR_CL,Num,3,103,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,maximum calib HR,MAX_HR_CL,Num,3,104,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,=@N_valid_AW +@ N_invalid_AW,N_ATTEMPTED_NON_MANUAL_AWAKE,Num,3,105,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,=@N_valid_SL +@ N_invalid_SL,N_ATTEMPTED_NON_MANUAL_SLEEP,Num,3,106,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,=@N_valid_readings +@ N_invalid_readings,N_ATTEMPTED_NON_MANUAL_24HR,Num,3,107,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,=@N_valid_AW +@ N_valid_SL,N_VALID_NON_MANUAL_24HR,Num,3,108,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,100*(# valid/# attempted),PCT_VALID_NON_MANUAL_AWAKE,Num,5,109,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,100*(# valid/# attempted),PCT_VALID_NON_MANUAL_SLEEP,Num,5,110,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,100*(# valid/# attempted),PCT_VALID_NON_MANUAL_24HR,Num,5,111,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,"<70%, 70-80%, >=80%",PCT_VALID_NON_MANUAL_24HR_CAT,Num,3,112,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Yes/No,GE_14_VALID_AWAKE,Num,3,113,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Yes/No,GE_10_VALID_AWAKE,Num,3,114,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Yes/No,GE_6_VALID_SLEEP,Num,3,115,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Yes/No,GE_5_VALID_SLEEP,Num,3,116,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,>=10 awake & >=5 sleep,VALID_IDACO_CRITERIA,Num,3,117,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,>=14 awake & >=7 sleep,VALID_2003_ESH_CRITERIA,Num,3,118,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,>=20 awake & >=7 sleep & >=70%valid,VALID_2013_ESH_CRITERIA,Num,3,119,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,>=14 awake & >=5 sleep & >=70%valid,COMPLETE_ABPM,Num,3,120,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean 24h SBP (wtd avg),MN_SYSBP_24H,Num,5,121,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD 24h SBP (wtd avg),SD_SYSBP_24H_DN,Num,5,122,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean 24h MAP (wtd avg),MN_MAP_24H,Num,5,123,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD 24h MAP (wtd avg),SD_MAP_24H_DN,Num,5,124,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean 24h DBP (wtd avg),MN_DIABP_24H,Num,5,125,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD 24h DBP (wtd avg),SD_DIABP_24H_DN,Num,5,126,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean 24h HR (wtd avg),MN_HR_24H,Num,5,127,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,SD 24h HR (wtd avg),SD_HR_24H_DN,Num,5,128,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean awake - Mean sleep SBP,ABS_SYSBP_DIP,Num,5,129,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,100*Abs_sysbp_dip/Mean awake SBP,PCT_SYSBP_DIP,Num,5,130,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Pct_sysbp_dip<10% (Yes/No),NON_DIPPER_SBP,Num,3,131,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,4 categories of SBP dipping,NON_DIPPING_SBP_GROUP,Num,3,132,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean awake - Mean sleep DBP,ABS_DIABP_DIP,Num,5,133,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,100*Abs_diabp_dip/Mean awake DBP,PCT_DIABP_DIP,Num,5,134,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Pct_diabp_dip<10% (Yes/No),NON_DIPPER_DBP,Num,3,135,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,4 categories of DBP dipping,NON_DIPPING_DBP_GROUP,Num,3,136,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,Mean awake - Mean sleep HR,ABS_HR_DIP,Num,5,137,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,100*Abs_HR_dip/Mean awake HR,PCT_HR_DIP,Num,5,138,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,"SBP/DBP >= 135/85, Yes/No",AWAKE_HYPERTENSION,Num,3,139,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,"SBP/DBP >= 120/70, Yes/No",NOCTURNAL_HYPERTENSION,Num,3,140,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,"Awake or Nocturnal htn, Yes/No",ANY_HYPERTENSION,Num,3,141,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,"SBP/DBP >= 130/80, Yes/No",_24H_HYPERTENSION,Num,3,142,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,% readings >=140,SBP_LOAD_AW,Num,5,143,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,% readings >=90,DBP_LOAD_AW,Num,5,144,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,% readings >=140/90,BP_LOAD_AW,Num,5,145,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,% readings >=120,SBP_LOAD_SL,Num,5,146,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,% readings >=70,DBP_LOAD_SL,Num,5,147,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,% readings >=120/70,BP_LOAD_SL,Num,5,148,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,wtd avg of AW & SL,SBP_LOAD_24H,Num,5,149,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,wtd avg of AW & SL,DBP_LOAD_24H,Num,5,150,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,wtd avg of AW & SL,BP_LOAD_24H,Num,5,151,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,time of lowest sleep SBP,TIME_LOWEST_SLEEP_SBP,Num,5,152,TIME6.,6,0,,0,0,777
acardia_year30_abpm_summary_vars,"mean (lowest, 1 prior, 1 post)",SLEEP_TROUGH_SBP,Num,5,153,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# readings during 2 hrs post-wakeup,N_MORNING_SBP,Num,3,154,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,mean of readings 2 hrs post-wakeup,MORNING_SBP,Num,5,155,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# hours w/ >=1 valid reading,N_HOURS_W_1_OR_MORE_READINGS,Num,3,156,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,# hours w/ >=2 valid reading,N_HOURS_W_2_OR_MORE_READINGS,Num,3,157,,0,0,,0,0,777
acardia_year30_abpm_summary_vars,longest interval btw 2 valid readings (secs),MAX_INTERVAL_BTW_READINGS,Num,5,158,TIME6.,6,0,,0,0,777
acardia_year30_abpm_summary_vars,"Time of ""initial"" reading",TIME_LAST_VALID_CL,Num,8,159,TIME5.,5,0,,0,0,777
acardia_year30_abpm_summary_vars,Time of 1st attempted BP,TIME_1ST_BP_ATTEMPT,Num,8,160,TIME5.,5,0,,0,0,777
acardia_year30_abpm_summary_vars,Time of last attempted BP,TIME_LAST_BP_ATTEMPT,Num,8,161,TIME5.,5,0,,0,0,777
acardia_year30_abpm_summary_vars,Time of 1st valid BP,TIME_1ST_VALID_BP,Num,8,162,TIME5.,5,0,,0,0,777
acardia_year30_abpm_summary_vars,Time of last valid BP,TIME_LAST_VALID_BP,Num,8,163,TIME5.,5,0,,0,0,777
acardiacf_y20_cc,,RID,Num,8,1,BEST12.,12,0,BEST32.,32,0,1073
acardiacf_y20_cc,vWF ag,VWF_AG,Num,8,2,,0,0,,0,0,1073
acardiacf_y20_cc,VIII ag,VIII_AG,Num,8,3,,0,0,,0,0,1073
acardiacf_y20_cc,VII ag,VII_AG,Num,8,4,,0,0,,0,0,1073
alcohol_counts_lad,,RID,Num,8,1,BEST12.,12,0,BEST32.,32,0,4542
alcohol_counts_lad,"BEER  - 6-pack, 12 oz., excl deposit",ABEER,Num,8,2,,0,0,,0,0,4542
alcohol_counts_lad,LIQUOR- 750 ml bottle,ALIQUR,Num,8,3,,0,0,,0,0,4542
alcohol_counts_lad,WINE PRICE - 1.5 liter bottle Chablis,AWINE,Num,8,4,,0,0,,0,0,4542
alcohol_counts_lad,BRAND ADJUSTED WINE PRICE,AWNBA,Num,8,5,,0,0,,0,0,4542
alcohol_counts_lad,WINE/COLCPI,ARWINE,Num,8,6,,0,0,,0,0,4542
alcohol_counts_lad,BRAND ADJUSTED WINE/COLCPI,ARWNBA,Num,8,7,,0,0,,0,0,4542
alcohol_counts_lad,BRAND ADJUSTED BEER PRICE,ABEERBA,Num,8,8,,0,0,,0,0,4542
alcohol_counts_lad,BEER/COLCPI,ARBEER,Num,8,9,,0,0,,0,0,4542
